Il numero totale di giorni è 1092 e il numero di specialità è 1109, giorni spuri 0

Giorno 0, ospedale 1000300, specialità 9, ricoveri 0/11, letti occupati 0/34, coda attesa 0
Giorno 11, ospedale 1065500, specialità 38, ricoveri 0/0, letti occupati 0/9, coda attesa 0
Giorno 11, ospedale 1065500, specialità 36, ricoveri 5/15, letti occupati 25/43, coda attesa 0
Giorno 11, ospedale 1065500, specialità 43, ricoveri 3/7, letti occupati 10/18, coda attesa 0
Giorno 11, ospedale 1065500, specialità 34, ricoveri 0/3, letti occupati 0/10, coda attesa 0
Giorno 11, ospedale 1065600, specialità 43, ricoveri 20/25, letti occupati 24/30, coda attesa 0
Giorno 11, ospedale 1065600, specialità 26, ricoveri 0/2, letti occupati 2/8, coda attesa 0
Giorno 11, ospedale 1065600, specialità 36, ricoveri 0/10, letti occupati 1/23, coda attesa 0
Giorno 11, ospedale 1065600, specialità 56, ricoveri 3/3, letti occupati 7/22, coda attesa 1
Giorno 11, ospedale 1065600, specialità 8, ricoveri 0/1, letti occupati 0/6, coda attesa 0
Giorno 11, ospedale 1065600, specialità 9, ricoveri 0/3, letti occupati 0/7, coda attesa 0
Giorno 11, ospedale 1065600, specialità 60, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1065700, specialità 56, ricoveri 7/7, letti occupati 32/88, coda attesa 0
Giorno 11, ospedale 1066100, specialità 99, ricoveri 0/20, letti occupati 0/20, coda attesa 0
Giorno 11, ospedale 1088200, specialità 64, ricoveri 4/6, letti occupati 13/29, coda attesa 0
Giorno 11, ospedale 1088200, specialità 99, ricoveri 0/11, letti occupati 0/16, coda attesa 0
Giorno 11, ospedale 1088200, specialità 49, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1088200, specialità 9, ricoveri 0/2, letti occupati 11/21, coda attesa 0
Giorno 11, ospedale 1088200, specialità 37, ricoveri 0/1, letti occupati 5/12, coda attesa 0
Giorno 11, ospedale 1088200, specialità 2, ricoveri 32/46, letti occupati 240/529, coda attesa 0
Giorno 11, ospedale 1089100, specialità 56, ricoveri 7/10, letti occupati 74/204, coda attesa 0
Giorno 11, ospedale 1089100, specialità 60, ricoveri 0/2, letti occupati 3/37, coda attesa 0
Giorno 11, ospedale 1089200, specialità 99, ricoveri 0/15, letti occupati 0/17, coda attesa 0
Giorno 11, ospedale 1089200, specialità 56, ricoveri 0/3, letti occupati 0/15, coda attesa 0
Giorno 11, ospedale 1089200, specialità 26, ricoveri 4/10, letti occupati 33/64, coda attesa 0
Giorno 11, ospedale 1089200, specialità 9, ricoveri 5/7, letti occupati 13/21, coda attesa 0
Giorno 11, ospedale 1089200, specialità 36, ricoveri 4/7, letti occupati 6/13, coda attesa 0
Giorno 11, ospedale 1089200, specialità 43, ricoveri 4/7, letti occupati 10/20, coda attesa 0
Giorno 11, ospedale 1089200, specialità 34, ricoveri 1/9, letti occupati 1/11, coda attesa 0
Giorno 11, ospedale 1089200, specialità 67, ricoveri 1/3, letti occupati 4/7, coda attesa 0
Giorno 11, ospedale 1089200, specialità 64, ricoveri 9/23, letti occupati 97/220, coda attesa 0
Giorno 11, ospedale 1089200, specialità 38, ricoveri 6/6, letti occupati 6/8, coda attesa 0
Giorno 11, ospedale 1089200, specialità 58, ricoveri 0/4, letti occupati 1/14, coda attesa 0
Giorno 11, ospedale 1089300, specialità 56, ricoveri 10/10, letti occupati 68/209, coda attesa 0
Giorno 11, ospedale 1089700, specialità 9, ricoveri 1/4, letti occupati 10/13, coda attesa 0
Giorno 11, ospedale 1089700, specialità 34, ricoveri 0/0, letti occupati 0/3, coda attesa 0
Giorno 11, ospedale 1089700, specialità 2, ricoveri 26/31, letti occupati 27/34, coda attesa 0
Giorno 11, ospedale 1089700, specialità 38, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 11, ospedale 1089700, specialità 60, ricoveri 1/2, letti occupati 4/19, coda attesa 0
Giorno 11, ospedale 1089700, specialità 56, ricoveri 0/2, letti occupati 5/23, coda attesa 0
Giorno 11, ospedale 1089700, specialità 37, ricoveri 0/1, letti occupati 2/12, coda attesa 0
Giorno 11, ospedale 1089700, specialità 26, ricoveri 3/6, letti occupati 24/42, coda attesa 0
Giorno 11, ospedale 1089700, specialità 43, ricoveri 2/5, letti occupati 11/15, coda attesa 0
Giorno 11, ospedale 1089700, specialità 64, ricoveri 11/11, letti occupati 55/128, coda attesa 0
Giorno 11, ospedale 1089700, specialità 36, ricoveri 0/2, letti occupati 8/19, coda attesa 0
Giorno 11, ospedale 1090101, specialità 38, ricoveri 12/14, letti occupati 17/36, coda attesa 0
Giorno 11, ospedale 1090101, specialità 21, ricoveri 2/7, letti occupati 12/51, coda attesa 0
Giorno 11, ospedale 1090101, specialità 32, ricoveri 4/10, letti occupati 25/65, coda attesa 0
Giorno 11, ospedale 1090101, specialità 8, ricoveri 4/9, letti occupati 21/35, coda attesa 0
Giorno 11, ospedale 1090101, specialità 71, ricoveri 0/2, letti occupati 9/51, coda attesa 0
Giorno 11, ospedale 1090101, specialità 10, ricoveri 0/3, letti occupati 5/15, coda attesa 0
Giorno 11, ospedale 1090101, specialità 30, ricoveri 2/8, letti occupati 18/32, coda attesa 0
Giorno 11, ospedale 1090101, specialità 49, ricoveri 1/4, letti occupati 4/24, coda attesa 0
Giorno 11, ospedale 1090101, specialità 18, ricoveri 13/24, letti occupati 88/239, coda attesa 0
Giorno 11, ospedale 1090101, specialità 13, ricoveri 0/3, letti occupati 9/19, coda attesa 0
Giorno 11, ospedale 1090101, specialità 29, ricoveri 1/3, letti occupati 6/18, coda attesa 0
Giorno 11, ospedale 1090101, specialità 1, ricoveri 3/3, letti occupati 6/17, coda attesa 0
Giorno 11, ospedale 1090101, specialità 35, ricoveri 5/6, letti occupati 5/8, coda attesa 0
Giorno 11, ospedale 1090101, specialità 26, ricoveri 19/26, letti occupati 168/273, coda attesa 0
Giorno 11, ospedale 1090101, specialità 14, ricoveri 10/14, letti occupati 26/37, coda attesa 0
Giorno 11, ospedale 1090101, specialità 48, ricoveri 0/3, letti occupati 8/20, coda attesa 0
Giorno 11, ospedale 1090101, specialità 12, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090101, specialità 7, ricoveri 2/4, letti occupati 5/26, coda attesa 0
Giorno 11, ospedale 1090101, specialità 50, ricoveri 2/4, letti occupati 15/24, coda attesa 0
Giorno 11, ospedale 1090101, specialità 36, ricoveri 0/5, letti occupati 6/24, coda attesa 0
Giorno 11, ospedale 1090101, specialità 70, ricoveri 0/2, letti occupati 4/12, coda attesa 0
Giorno 11, ospedale 1090101, specialità 43, ricoveri 14/20, letti occupati 37/60, coda attesa 0
Giorno 11, ospedale 1090101, specialità 68, ricoveri 2/3, letti occupati 11/27, coda attesa 0
Giorno 11, ospedale 1090101, specialità 58, ricoveri 7/9, letti occupati 24/63, coda attesa 0
Giorno 11, ospedale 1090101, specialità 64, ricoveri 38/74, letti occupati 279/567, coda attesa 0
Giorno 11, ospedale 1090101, specialità 97, ricoveri 1/3, letti occupati 4/17, coda attesa 0
Giorno 11, ospedale 1090101, specialità 40, ricoveri 4/6, letti occupati 35/43, coda attesa 0
Giorno 11, ospedale 1090101, specialità 9, ricoveri 18/29, letti occupati 86/151, coda attesa 0
Giorno 11, ospedale 1090101, specialità 19, ricoveri 1/7, letti occupati 9/40, coda attesa 0
Giorno 11, ospedale 1090101, specialità 67, ricoveri 3/8, letti occupati 15/18, coda attesa 0
Giorno 11, ospedale 1090102, specialità 26, ricoveri 0/1, letti occupati 1/3, coda attesa 0
Giorno 11, ospedale 1090102, specialità 52, ricoveri 7/7, letti occupati 31/69, coda attesa 0
Giorno 11, ospedale 1090102, specialità 12, ricoveri 4/4, letti occupati 5/17, coda attesa 0
Giorno 11, ospedale 1090102, specialità 29, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090102, specialità 38, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090102, specialità 30, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090201, specialità 19, ricoveri 0/1, letti occupati 0/8, coda attesa 0
Giorno 11, ospedale 1090201, specialità 4, ricoveri 0/0, letti occupati 1/13, coda attesa 0
Giorno 11, ospedale 1090201, specialità 36, ricoveri 13/20, letti occupati 68/129, coda attesa 0
Giorno 11, ospedale 1090201, specialità 29, ricoveri 3/4, letti occupati 6/15, coda attesa 0
Giorno 11, ospedale 1090201, specialità 49, ricoveri 6/9, letti occupati 14/47, coda attesa 0
Giorno 11, ospedale 1090201, specialità 8, ricoveri 0/4, letti occupati 5/13, coda attesa 0
Giorno 11, ospedale 1090201, specialità 30, ricoveri 3/4, letti occupati 10/20, coda attesa 0
Giorno 11, ospedale 1090201, specialità 25, ricoveri 0/2, letti occupati 4/16, coda attesa 0
Giorno 11, ospedale 1090201, specialità 12, ricoveri 10/18, letti occupati 15/31, coda attesa 0
Giorno 11, ospedale 1090201, specialità 56, ricoveri 0/2, letti occupati 0/11, coda attesa 0
Giorno 11, ospedale 1090201, specialità 47, ricoveri 0/2, letti occupati 0/6, coda attesa 0
Giorno 11, ospedale 1090201, specialità 28, ricoveri 6/6, letti occupati 29/76, coda attesa 1
Giorno 11, ospedale 1090201, specialità 9, ricoveri 0/2, letti occupati 5/18, coda attesa 0
Giorno 11, ospedale 1090201, specialità 99, ricoveri 0/2, letti occupati 0/11, coda attesa 0
Giorno 11, ospedale 1090201, specialità 67, ricoveri 0/2, letti occupati 1/6, coda attesa 0
Giorno 11, ospedale 1090201, specialità 75, ricoveri 0/1, letti occupati 9/9, coda attesa 4
Giorno 11, ospedale 1090203, specialità 56, ricoveri 0/2, letti occupati 7/26, coda attesa 0
Giorno 11, ospedale 1090203, specialità 49, ricoveri 5/10, letti occupati 5/12, coda attesa 0
Giorno 11, ospedale 1090203, specialità 36, ricoveri 7/12, letti occupati 16/31, coda attesa 0
Giorno 11, ospedale 1090203, specialità 43, ricoveri 6/6, letti occupati 14/34, coda attesa 0
Giorno 11, ospedale 1090203, specialità 67, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 11, ospedale 1090203, specialità 8, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 11, ospedale 1090301, specialità 31, ricoveri 1/2, letti occupati 3/5, coda attesa 0
Giorno 11, ospedale 1090301, specialità 62, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 11, ospedale 1090301, specialità 73, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090301, specialità 49, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090301, specialità 37, ricoveri 61/70, letti occupati 169/219, coda attesa 0
Giorno 11, ospedale 1090301, specialità 67, ricoveri 1/2, letti occupati 3/9, coda attesa 0
Giorno 11, ospedale 1090301, specialità 64, ricoveri 4/4, letti occupati 44/116, coda attesa 0
Giorno 11, ospedale 1090302, specialità 58, ricoveri 4/6, letti occupati 5/20, coda attesa 0
Giorno 11, ospedale 1090302, specialità 62, ricoveri 0/2, letti occupati 2/11, coda attesa 0
Giorno 11, ospedale 1090302, specialità 18, ricoveri 2/3, letti occupati 5/19, coda attesa 0
Giorno 11, ospedale 1090302, specialità 1, ricoveri 0/5, letti occupati 0/5, coda attesa 0
Giorno 11, ospedale 1090302, specialità 33, ricoveri 4/4, letti occupati 12/36, coda attesa 0
Giorno 11, ospedale 1090302, specialità 4, ricoveri 0/1, letti occupati 0/8, coda attesa 0
Giorno 11, ospedale 1090302, specialità 49, ricoveri 0/2, letti occupati 3/13, coda attesa 0
Giorno 11, ospedale 1090302, specialità 36, ricoveri 0/4, letti occupati 1/9, coda attesa 0
Giorno 11, ospedale 1090302, specialità 19, ricoveri 4/7, letti occupati 4/12, coda attesa 0
Giorno 11, ospedale 1090302, specialità 77, ricoveri 1/3, letti occupati 3/11, coda attesa 0
Giorno 11, ospedale 1090302, specialità 76, ricoveri 1/3, letti occupati 3/12, coda attesa 0
Giorno 11, ospedale 1090302, specialità 73, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090302, specialità 48, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090302, specialità 68, ricoveri 2/5, letti occupati 6/12, coda attesa 0
Giorno 11, ospedale 1090302, specialità 65, ricoveri 5/11, letti occupati 22/66, coda attesa 0
Giorno 11, ospedale 1090302, specialità 99, ricoveri 0/11, letti occupati 0/19, coda attesa 0
Giorno 11, ospedale 1090302, specialità 8, ricoveri 2/5, letti occupati 4/9, coda attesa 0
Giorno 11, ospedale 1090302, specialità 67, ricoveri 0/0, letti occupati 0/3, coda attesa 0
Giorno 11, ospedale 1090302, specialità 11, ricoveri 1/3, letti occupati 2/16, coda attesa 0
Giorno 11, ospedale 1090302, specialità 46, ricoveri 0/1, letti occupati 0/6, coda attesa 0
Giorno 11, ospedale 1090302, specialità 24, ricoveri 4/5, letti occupati 8/36, coda attesa 0
Giorno 11, ospedale 1090302, specialità 6, ricoveri 0/1, letti occupati 2/6, coda attesa 0
Giorno 11, ospedale 1090302, specialità 39, ricoveri 8/15, letti occupati 29/52, coda attesa 0
Giorno 11, ospedale 1090302, specialità 78, ricoveri 0/4, letti occupati 2/10, coda attesa 0
Giorno 11, ospedale 1090302, specialità 38, ricoveri 1/5, letti occupati 1/6, coda attesa 0
Giorno 11, ospedale 1090400, specialità 26, ricoveri 4/11, letti occupati 46/85, coda attesa 0
Giorno 11, ospedale 1090400, specialità 49, ricoveri 0/2, letti occupati 2/7, coda attesa 0
Giorno 11, ospedale 1090400, specialità 36, ricoveri 2/4, letti occupati 13/25, coda attesa 0
Giorno 11, ospedale 1090400, specialità 35, ricoveri 0/2, letti occupati 2/3, coda attesa 0
Giorno 11, ospedale 1090400, specialità 43, ricoveri 0/4, letti occupati 12/27, coda attesa 0
Giorno 11, ospedale 1090400, specialità 99, ricoveri 0/23, letti occupati 0/41, coda attesa 0
Giorno 11, ospedale 1090400, specialità 34, ricoveri 0/0, letti occupati 0/3, coda attesa 0
Giorno 11, ospedale 1090400, specialità 64, ricoveri 0/2, letti occupati 2/9, coda attesa 0
Giorno 11, ospedale 1090400, specialità 68, ricoveri 1/8, letti occupati 23/52, coda attesa 0
Giorno 11, ospedale 1090400, specialità 60, ricoveri 0/2, letti occupati 5/12, coda attesa 0
Giorno 11, ospedale 1090400, specialità 9, ricoveri 0/4, letti occupati 14/22, coda attesa 0
Giorno 11, ospedale 1090400, specialità 75, ricoveri 0/2, letti occupati 1/9, coda attesa 0
Giorno 11, ospedale 1090400, specialità 2, ricoveri 56/69, letti occupati 413/970, coda attesa 0
Giorno 11, ospedale 1090400, specialità 40, ricoveri 0/4, letti occupati 5/14, coda attesa 0
Giorno 11, ospedale 1090400, specialità 58, ricoveri 1/3, letti occupati 4/10, coda attesa 0
Giorno 11, ospedale 1090400, specialità 32, ricoveri 1/5, letti occupati 12/25, coda attesa 0
Giorno 11, ospedale 1090400, specialità 50, ricoveri 2/3, letti occupati 10/12, coda attesa 0
Giorno 11, ospedale 1090400, specialità 21, ricoveri 1/4, letti occupati 11/25, coda attesa 0
Giorno 11, ospedale 1090400, specialità 37, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 11, ospedale 1090400, specialità 67, ricoveri 0/2, letti occupati 0/3, coda attesa 0
Giorno 11, ospedale 1090400, specialità 13, ricoveri 0/2, letti occupati 7/20, coda attesa 0
Giorno 11, ospedale 1090400, specialità 56, ricoveri 0/3, letti occupati 0/10, coda attesa 0
Giorno 11, ospedale 1090400, specialità 8, ricoveri 0/3, letti occupati 5/13, coda attesa 0
Giorno 11, ospedale 1090400, specialità 38, ricoveri 3/5, letti occupati 6/13, coda attesa 0
Giorno 11, ospedale 1090501, specialità 36, ricoveri 10/12, letti occupati 22/37, coda attesa 0
Giorno 11, ospedale 1090501, specialità 58, ricoveri 0/6, letti occupati 9/26, coda attesa 0
Giorno 11, ospedale 1090501, specialità 31, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090501, specialità 24, ricoveri 1/3, letti occupati 6/18, coda attesa 0
Giorno 11, ospedale 1090501, specialità 67, ricoveri 1/3, letti occupati 3/15, coda attesa 0
Giorno 11, ospedale 1090501, specialità 64, ricoveri 2/19, letti occupati 11/211, coda attesa 0
Giorno 11, ospedale 1090501, specialità 2, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090501, specialità 19, ricoveri 0/1, letti occupati 1/8, coda attesa 0
Giorno 11, ospedale 1090501, specialità 70, ricoveri 0/1, letti occupati 4/11, coda attesa 0
Giorno 11, ospedale 1090501, specialità 9, ricoveri 10/11, letti occupati 19/35, coda attesa 0
Giorno 11, ospedale 1090501, specialità 28, ricoveri 0/0, letti occupati 1/10, coda attesa 0
Giorno 11, ospedale 1090501, specialità 26, ricoveri 11/15, letti occupati 66/126, coda attesa 0
Giorno 11, ospedale 1090501, specialità 62, ricoveri 0/2, letti occupati 1/4, coda attesa 0
Giorno 11, ospedale 1090501, specialità 18, ricoveri 7/23, letti occupati 30/155, coda attesa 0
Giorno 11, ospedale 1090501, specialità 33, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090501, specialità 30, ricoveri 4/6, letti occupati 14/36, coda attesa 0
Giorno 11, ospedale 1090501, specialità 13, ricoveri 0/2, letti occupati 4/12, coda attesa 0
Giorno 11, ospedale 1090501, specialità 10, ricoveri 2/4, letti occupati 7/14, coda attesa 0
Giorno 11, ospedale 1090501, specialità 39, ricoveri 2/6, letti occupati 9/16, coda attesa 0
Giorno 11, ospedale 1090501, specialità 8, ricoveri 3/11, letti occupati 22/39, coda attesa 0
Giorno 11, ospedale 1090501, specialità 7, ricoveri 0/2, letti occupati 1/12, coda attesa 0
Giorno 11, ospedale 1090501, specialità 73, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 11, ospedale 1090501, specialità 40, ricoveri 3/6, letti occupati 17/33, coda attesa 0
Giorno 11, ospedale 1090501, specialità 37, ricoveri 13/19, letti occupati 32/54, coda attesa 0
Giorno 11, ospedale 1090501, specialità 52, ricoveri 2/5, letti occupati 3/13, coda attesa 0
Giorno 11, ospedale 1090501, specialità 75, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 11, ospedale 1090501, specialità 50, ricoveri 2/4, letti occupati 5/20, coda attesa 0
Giorno 11, ospedale 1090501, specialità 56, ricoveri 0/3, letti occupati 18/49, coda attesa 0
Giorno 11, ospedale 1090501, specialità 12, ricoveri 0/1, letti occupati 1/5, coda attesa 0
Giorno 11, ospedale 1090501, specialità 49, ricoveri 2/3, letti occupati 10/20, coda attesa 0
Giorno 11, ospedale 1090501, specialità 11, ricoveri 5/6, letti occupati 7/9, coda attesa 0
Giorno 11, ospedale 1090501, specialità 43, ricoveri 7/7, letti occupati 18/28, coda attesa 0
Giorno 11, ospedale 1090501, specialità 32, ricoveri 1/9, letti occupati 16/37, coda attesa 0
Giorno 11, ospedale 1090501, specialità 68, ricoveri 2/4, letti occupati 13/19, coda attesa 0
Giorno 11, ospedale 1090501, specialità 14, ricoveri 2/7, letti occupati 15/33, coda attesa 0
Giorno 11, ospedale 1090501, specialità 38, ricoveri 5/10, letti occupati 16/23, coda attesa 0
Giorno 11, ospedale 1090501, specialità 29, ricoveri 4/6, letti occupati 15/32, coda attesa 0
Giorno 11, ospedale 1090502, specialità 26, ricoveri 2/4, letti occupati 13/26, coda attesa 0
Giorno 11, ospedale 1090502, specialità 9, ricoveri 10/12, letti occupati 11/23, coda attesa 0
Giorno 11, ospedale 1090502, specialità 34, ricoveri 4/6, letti occupati 4/6, coda attesa 0
Giorno 11, ospedale 1090502, specialità 56, ricoveri 0/2, letti occupati 0/14, coda attesa 0
Giorno 11, ospedale 1090600, specialità 60, ricoveri 1/2, letti occupati 6/12, coda attesa 0
Giorno 11, ospedale 1090600, specialità 8, ricoveri 4/8, letti occupati 10/24, coda attesa 0
Giorno 11, ospedale 1090600, specialità 37, ricoveri 12/21, letti occupati 40/58, coda attesa 0
Giorno 11, ospedale 1090600, specialità 2, ricoveri 9/9, letti occupati 28/106, coda attesa 0
Giorno 11, ospedale 1090600, specialità 97, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 11, ospedale 1090600, specialità 40, ricoveri 0/5, letti occupati 7/24, coda attesa 0
Giorno 11, ospedale 1090600, specialità 14, ricoveri 4/7, letti occupati 16/23, coda attesa 0
Giorno 11, ospedale 1090600, specialità 70, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 11, ospedale 1090600, specialità 35, ricoveri 7/9, letti occupati 12/18, coda attesa 0
Giorno 11, ospedale 1090600, specialità 73, ricoveri 0/3, letti occupati 5/10, coda attesa 0
Giorno 11, ospedale 1090600, specialità 49, ricoveri 1/2, letti occupati 6/17, coda attesa 0
Giorno 11, ospedale 1090600, specialità 43, ricoveri 0/5, letti occupati 13/31, coda attesa 0
Giorno 11, ospedale 1090600, specialità 38, ricoveri 4/8, letti occupati 10/23, coda attesa 0
Giorno 11, ospedale 1090600, specialità 7, ricoveri 0/2, letti occupati 14/18, coda attesa 0
Giorno 11, ospedale 1090600, specialità 52, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 11, ospedale 1090600, specialità 9, ricoveri 8/16, letti occupati 28/39, coda attesa 0
Giorno 11, ospedale 1090600, specialità 12, ricoveri 0/0, letti occupati 1/3, coda attesa 0
Giorno 11, ospedale 1090600, specialità 32, ricoveri 4/6, letti occupati 31/58, coda attesa 0
Giorno 11, ospedale 1090600, specialità 58, ricoveri 2/7, letti occupati 14/28, coda attesa 0
Giorno 11, ospedale 1090600, specialità 50, ricoveri 1/3, letti occupati 7/17, coda attesa 0
Giorno 11, ospedale 1090600, specialità 39, ricoveri 2/7, letti occupati 7/21, coda attesa 0
Giorno 11, ospedale 1090600, specialità 19, ricoveri 0/7, letti occupati 7/21, coda attesa 0
Giorno 11, ospedale 1090600, specialità 21, ricoveri 2/7, letti occupati 14/36, coda attesa 0
Giorno 11, ospedale 1090600, specialità 34, ricoveri 18/19, letti occupati 22/33, coda attesa 0
Giorno 11, ospedale 1090600, specialità 13, ricoveri 0/1, letti occupati 7/15, coda attesa 0
Giorno 11, ospedale 1090600, specialità 31, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090600, specialità 68, ricoveri 1/5, letti occupati 22/33, coda attesa 0
Giorno 11, ospedale 1090600, specialità 67, ricoveri 0/4, letti occupati 3/9, coda attesa 0
Giorno 11, ospedale 1090600, specialità 30, ricoveri 2/4, letti occupati 10/26, coda attesa 0
Giorno 11, ospedale 1090600, specialità 36, ricoveri 2/6, letti occupati 18/53, coda attesa 0
Giorno 11, ospedale 1090600, specialità 18, ricoveri 2/3, letti occupati 11/27, coda attesa 0
Giorno 11, ospedale 1090600, specialità 64, ricoveri 9/23, letti occupati 72/210, coda attesa 0
Giorno 11, ospedale 1090600, specialità 71, ricoveri 4/5, letti occupati 17/50, coda attesa 0
Giorno 11, ospedale 1090600, specialità 24, ricoveri 0/4, letti occupati 8/29, coda attesa 0
Giorno 11, ospedale 1090600, specialità 29, ricoveri 4/4, letti occupati 10/22, coda attesa 0
Giorno 11, ospedale 1090600, specialità 26, ricoveri 8/10, letti occupati 70/85, coda attesa 0
Giorno 11, ospedale 1090701, specialità 33, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090701, specialità 50, ricoveri 2/5, letti occupati 11/18, coda attesa 0
Giorno 11, ospedale 1090701, specialità 12, ricoveri 2/7, letti occupati 2/29, coda attesa 0
Giorno 11, ospedale 1090701, specialità 18, ricoveri 1/3, letti occupati 9/17, coda attesa 0
Giorno 11, ospedale 1090701, specialità 71, ricoveri 0/3, letti occupati 5/29, coda attesa 0
Giorno 11, ospedale 1090701, specialità 49, ricoveri 0/2, letti occupati 7/39, coda attesa 0
Giorno 11, ospedale 1090701, specialità 30, ricoveri 0/5, letti occupati 15/26, coda attesa 0
Giorno 11, ospedale 1090701, specialità 13, ricoveri 0/1, letti occupati 2/7, coda attesa 0
Giorno 11, ospedale 1090701, specialità 34, ricoveri 5/11, letti occupati 6/12, coda attesa 0
Giorno 11, ospedale 1090701, specialità 10, ricoveri 0/5, letti occupati 0/26, coda attesa 0
Giorno 11, ospedale 1090701, specialità 40, ricoveri 3/3, letti occupati 20/30, coda attesa 1
Giorno 11, ospedale 1090701, specialità 8, ricoveri 8/10, letti occupati 19/31, coda attesa 0
Giorno 11, ospedale 1090701, specialità 29, ricoveri 2/3, letti occupati 7/19, coda attesa 0
Giorno 11, ospedale 1090701, specialità 38, ricoveri 0/8, letti occupati 4/20, coda attesa 0
Giorno 11, ospedale 1090701, specialità 32, ricoveri 5/6, letti occupati 29/65, coda attesa 0
Giorno 11, ospedale 1090701, specialità 37, ricoveri 13/13, letti occupati 36/42, coda attesa 0
Giorno 11, ospedale 1090701, specialità 21, ricoveri 3/5, letti occupati 18/26, coda attesa 0
Giorno 11, ospedale 1090701, specialità 68, ricoveri 1/5, letti occupati 22/30, coda attesa 0
Giorno 11, ospedale 1090701, specialità 43, ricoveri 0/8, letti occupati 11/21, coda attesa 0
Giorno 11, ospedale 1090701, specialità 58, ricoveri 2/2, letti occupati 6/7, coda attesa 0
Giorno 11, ospedale 1090701, specialità 60, ricoveri 1/2, letti occupati 5/17, coda attesa 0
Giorno 11, ospedale 1090701, specialità 61, ricoveri 1/2, letti occupati 1/2, coda attesa 0
Giorno 11, ospedale 1090701, specialità 24, ricoveri 1/3, letti occupati 11/16, coda attesa 0
Giorno 11, ospedale 1090701, specialità 64, ricoveri 1/4, letti occupati 8/21, coda attesa 0
Giorno 11, ospedale 1090701, specialità 36, ricoveri 6/9, letti occupati 19/34, coda attesa 0
Giorno 11, ospedale 1090701, specialità 9, ricoveri 4/9, letti occupati 18/34, coda attesa 0
Giorno 11, ospedale 1090701, specialità 67, ricoveri 0/1, letti occupati 1/4, coda attesa 0
Giorno 11, ospedale 1090701, specialità 2, ricoveri 17/25, letti occupati 108/236, coda attesa 0
Giorno 11, ospedale 1090701, specialità 7, ricoveri 0/2, letti occupati 2/11, coda attesa 0
Giorno 11, ospedale 1090701, specialità 26, ricoveri 5/15, letti occupati 58/102, coda attesa 0
Giorno 11, ospedale 1090701, specialità 19, ricoveri 0/3, letti occupati 3/17, coda attesa 0
Giorno 11, ospedale 1090701, specialità 14, ricoveri 1/6, letti occupati 9/18, coda attesa 0
Giorno 11, ospedale 1090702, specialità 31, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090702, specialità 33, ricoveri 0/2, letti occupati 1/15, coda attesa 0
Giorno 11, ospedale 1090702, specialità 39, ricoveri 7/12, letti occupati 24/92, coda attesa 0
Giorno 11, ospedale 1090702, specialità 73, ricoveri 0/1, letti occupati 1/3, coda attesa 0
Giorno 11, ospedale 1090702, specialità 78, ricoveri 0/2, letti occupati 2/7, coda attesa 0
Giorno 11, ospedale 1090702, specialità 99, ricoveri 0/8, letti occupati 0/13, coda attesa 0
Giorno 11, ospedale 1090702, specialità 37, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090702, specialità 30, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 11, ospedale 1090702, specialità 11, ricoveri 0/7, letti occupati 12/89, coda attesa 0
Giorno 11, ospedale 1090702, specialità 36, ricoveri 3/7, letti occupati 8/12, coda attesa 0
Giorno 11, ospedale 1090702, specialità 67, ricoveri 0/1, letti occupati 0/2, coda attesa 0
